Price,Close,High,Low,Open,Volume
Ticker,SLV,SLV,SLV,SLV,SLV
Datetime,,,,,
2025-03-20 13:30:00+00:00,30.264999389648438,30.280000686645508,30.229999542236328,30.270000457763672,1441331
2025-03-20 13:31:00+00:00,30.29990005493164,30.299999237060547,30.260000228881836,30.264999389648438,98715
2025-03-20 13:32:00+00:00,30.32990074157715,30.329999923706055,30.290000915527344,30.295000076293945,66044
2025-03-20 13:33:00+00:00,30.34000015258789,30.360000610351562,30.329999923706055,30.329999923706055,28687
2025-03-20 13:34:00+00:00,30.344999313354492,30.3700008392334,30.334199905395508,30.34000015258789,38484
2025-03-20 13:35:00+00:00,30.32029914855957,30.34000015258789,30.309999465942383,30.34000015258789,59878
2025-03-20 13:36:00+00:00,30.344999313354492,30.344999313354492,30.309999465942383,30.31999969482422,13878
2025-03-20 13:37:00+00:00,30.32979965209961,30.360000610351562,30.320499420166016,30.344999313354492,30048
2025-03-20 13:38:00+00:00,30.350000381469727,30.364999771118164,30.315000534057617,30.31999969482422,23336
2025-03-20 13:39:00+00:00,30.340099334716797,30.359899520874023,30.34000015258789,30.350000381469727,23756
2025-03-20 13:40:00+00:00,30.320100784301758,30.34000015258789,30.315000534057617,30.34000015258789,72676
2025-03-20 13:41:00+00:00,30.309999465942383,30.32990074157715,30.293500900268555,30.320100784301758,33491
2025-03-20 13:42:00+00:00,30.28499984741211,30.309900283813477,30.270099639892578,30.30500030517578,33524
2025-03-20 13:43:00+00:00,30.269899368286133,30.30500030517578,30.260000228881836,30.28499984741211,87293
2025-03-20 13:44:00+00:00,30.30500030517578,30.309900283813477,30.2549991607666,30.264999389648438,18466
2025-03-20 13:45:00+00:00,30.350000381469727,30.354999542236328,30.30500030517578,30.30500030517578,42832
2025-03-20 13:46:00+00:00,30.344999313354492,30.3700008392334,30.344999313354492,30.350000381469727,28339
2025-03-20 13:47:00+00:00,30.379899978637695,30.3799991607666,30.340099334716797,30.344999313354492,24893
2025-03-20 13:48:00+00:00,30.325000762939453,30.379899978637695,30.31999969482422,30.379899978637695,25738
2025-03-20 13:49:00+00:00,30.325000762939453,30.33989906311035,30.31999969482422,30.320100784301758,17987
2025-03-20 13:50:00+00:00,30.325000762939453,30.325000762939453,30.299999237060547,30.31999969482422,30020
2025-03-20 13:51:00+00:00,30.320100784301758,30.34000015258789,30.320100784301758,30.320100784301758,16701
2025-03-20 13:52:00+00:00,30.34000015258789,30.34000015258789,30.312299728393555,30.324800491333008,25346
2025-03-20 13:53:00+00:00,30.329999923706055,30.33989906311035,30.329999923706055,30.329999923706055,49518
2025-03-20 13:54:00+00:00,30.34000015258789,30.34000015258789,30.31170082092285,30.334999084472656,15105
2025-03-20 13:55:00+00:00,30.329999923706055,30.34000015258789,30.32040023803711,30.34000015258789,33406
2025-03-20 13:56:00+00:00,30.309999465942383,30.329999923706055,30.309999465942383,30.329999923706055,24707
2025-03-20 13:57:00+00:00,30.274999618530273,30.309999465942383,30.26460075378418,30.30500030517578,126835
2025-03-20 13:58:00+00:00,30.280000686645508,30.280000686645508,30.264999389648438,30.270000457763672,32567
2025-03-20 13:59:00+00:00,30.299999237060547,30.309900283813477,30.282499313354492,30.290000915527344,52606
2025-03-20 14:00:00+00:00,30.344999313354492,30.344999313354492,30.295000076293945,30.299999237060547,57624
2025-03-20 14:01:00+00:00,30.35449981689453,30.360000610351562,30.34000015258789,30.344999313354492,35268
2025-03-20 14:02:00+00:00,30.38010025024414,30.399999618530273,30.354999542236328,30.354999542236328,61959
2025-03-20 14:03:00+00:00,30.400100708007812,30.434999465942383,30.389999389648438,30.389999389648438,48520
2025-03-20 14:04:00+00:00,30.389999389648438,30.42729949951172,30.364999771118164,30.40999984741211,35210
2025-03-20 14:05:00+00:00,30.354999542236328,30.40679931640625,30.350000381469727,30.395000457763672,46784
2025-03-20 14:06:00+00:00,30.364999771118164,30.3700008392334,30.344999313354492,30.355300903320312,22366
2025-03-20 14:07:00+00:00,30.375,30.3799991607666,30.354999542236328,30.36989974975586,20171
2025-03-20 14:08:00+00:00,30.349899291992188,30.3700008392334,30.34000015258789,30.3700008392334,84182
2025-03-20 14:09:00+00:00,30.344999313354492,30.360000610351562,30.333099365234375,30.34000015258789,27376
2025-03-20 14:10:00+00:00,30.354999542236328,30.354999542236328,30.329999923706055,30.344999313354492,28312
2025-03-20 14:11:00+00:00,30.350000381469727,30.360000610351562,30.330799102783203,30.354999542236328,18569
2025-03-20 14:12:00+00:00,30.3799991607666,30.3799991607666,30.34000015258789,30.3435001373291,23597
2025-03-20 14:13:00+00:00,30.381399154663086,30.399900436401367,30.360000610351562,30.3799991607666,34214
2025-03-20 14:14:00+00:00,30.395099639892578,30.399999618530273,30.360300064086914,30.3799991607666,88640
2025-03-20 14:15:00+00:00,30.385000228881836,30.399999618530273,30.364999771118164,30.399999618530273,97225
2025-03-20 14:16:00+00:00,30.42009925842285,30.42009925842285,30.3799991607666,30.3799991607666,51849
2025-03-20 14:17:00+00:00,30.450000762939453,30.450000762939453,30.415000915527344,30.42009925842285,390796
2025-03-20 14:18:00+00:00,30.420000076293945,30.454999923706055,30.420000076293945,30.44499969482422,163142
2025-03-20 14:19:00+00:00,30.380399703979492,30.428499221801758,30.38010025024414,30.428499221801758,23982
2025-03-20 14:20:00+00:00,30.3799991607666,30.388700485229492,30.3700008392334,30.385000228881836,31409
2025-03-20 14:21:00+00:00,30.344999313354492,30.3700008392334,30.334999084472656,30.3700008392334,111534
2025-03-20 14:22:00+00:00,30.325000762939453,30.349700927734375,30.320100784301758,30.344999313354492,17552
2025-03-20 14:23:00+00:00,30.33009910583496,30.33009910583496,30.33009910583496,30.33009910583496,25008
2025-03-20 14:24:00+00:00,30.334999084472656,30.3700008392334,30.333499908447266,30.34000015258789,161924
2025-03-20 14:25:00+00:00,30.36989974975586,30.36989974975586,30.334999084472656,30.334999084472656,18206
2025-03-20 14:26:00+00:00,30.350000381469727,30.366899490356445,30.350000381469727,30.364999771118164,19967
2025-03-20 14:27:00+00:00,30.358699798583984,30.358699798583984,30.34000015258789,30.344999313354492,5669
2025-03-20 14:28:00+00:00,30.31999969482422,30.349899291992188,30.31999969482422,30.349899291992188,21559
2025-03-20 14:29:00+00:00,30.334999084472656,30.34000015258789,30.31999969482422,30.31999969482422,10700
2025-03-20 14:30:00+00:00,30.350000381469727,30.360000610351562,30.334999084472656,30.334999084472656,40546
2025-03-20 14:31:00+00:00,30.34869956970215,30.350000381469727,30.334999084472656,30.350000381469727,20799
2025-03-20 14:32:00+00:00,30.350000381469727,30.364999771118164,30.334999084472656,30.350000381469727,68898
2025-03-20 14:33:00+00:00,30.349899291992188,30.359500885009766,30.34000015258789,30.350099563598633,17985
2025-03-20 14:34:00+00:00,30.345300674438477,30.350000381469727,30.340099334716797,30.349300384521484,27739
2025-03-20 14:35:00+00:00,30.354999542236328,30.355499267578125,30.342100143432617,30.344999313354492,57365
2025-03-20 14:36:00+00:00,30.409799575805664,30.409799575805664,30.350000381469727,30.354999542236328,44526
2025-03-20 14:37:00+00:00,30.402599334716797,30.420000076293945,30.399999618530273,30.399999618530273,58723
2025-03-20 14:38:00+00:00,30.43000030517578,30.440000534057617,30.40999984741211,30.40999984741211,21843
2025-03-20 14:39:00+00:00,30.415000915527344,30.424999237060547,30.399999618530273,30.424999237060547,39071
2025-03-20 14:40:00+00:00,30.415000915527344,30.420000076293945,30.40999984741211,30.420000076293945,29773
2025-03-20 14:41:00+00:00,30.424999237060547,30.43000030517578,30.40999984741211,30.424999237060547,13797
2025-03-20 14:42:00+00:00,30.439300537109375,30.440000534057617,30.420000076293945,30.420000076293945,35426
2025-03-20 14:43:00+00:00,30.46500015258789,30.469999313354492,30.444499969482422,30.450000762939453,132317
2025-03-20 14:44:00+00:00,30.459999084472656,30.469900131225586,30.459999084472656,30.461000442504883,31927
2025-03-20 14:45:00+00:00,30.459999084472656,30.489900588989258,30.450000762939453,30.469999313354492,110649
2025-03-20 14:46:00+00:00,30.477399826049805,30.480100631713867,30.459999084472656,30.459999084472656,52899
2025-03-20 14:47:00+00:00,30.463699340820312,30.479999542236328,30.463699340820312,30.469999313354492,25949
2025-03-20 14:48:00+00:00,30.465499877929688,30.469999313354492,30.459999084472656,30.46500015258789,22290
2025-03-20 14:49:00+00:00,30.46500015258789,30.469999313354492,30.454999923706055,30.46500015258789,79951
2025-03-20 14:50:00+00:00,30.439800262451172,30.469999313354492,30.434999465942383,30.459999084472656,32968
2025-03-20 14:51:00+00:00,30.423599243164062,30.450000762939453,30.423599243164062,30.440000534057617,25280
2025-03-20 14:52:00+00:00,30.43000030517578,30.4375,30.420000076293945,30.43000030517578,40908
2025-03-20 14:53:00+00:00,30.434999465942383,30.445199966430664,30.43000030517578,30.434999465942383,12488
2025-03-20 14:54:00+00:00,30.44499969482422,30.450000762939453,30.439899444580078,30.440000534057617,20632
2025-03-20 14:55:00+00:00,30.459999084472656,30.465299606323242,30.44499969482422,30.449899673461914,52546
2025-03-20 14:56:00+00:00,30.480100631713867,30.485000610351562,30.459999084472656,30.459999084472656,114761
2025-03-20 14:57:00+00:00,30.5,30.5,30.479999542236328,30.48979949951172,153806
2025-03-20 14:58:00+00:00,30.490100860595703,30.5,30.479999542236328,30.4950008392334,39225
2025-03-20 14:59:00+00:00,30.489999771118164,30.495399475097656,30.485000610351562,30.49209976196289,12982
2025-03-20 15:00:00+00:00,30.464500427246094,30.4950008392334,30.460100173950195,30.489999771118164,14780
2025-03-20 15:01:00+00:00,30.459999084472656,30.469999313354492,30.454999923706055,30.46500015258789,98751
2025-03-20 15:02:00+00:00,30.440000534057617,30.46500015258789,30.434999465942383,30.46500015258789,35936
2025-03-20 15:03:00+00:00,30.450000762939453,30.450000762939453,30.440000534057617,30.440000534057617,17775
2025-03-20 15:04:00+00:00,30.450000762939453,30.450000762939453,30.441499710083008,30.450000762939453,3022
2025-03-20 15:05:00+00:00,30.434999465942383,30.450700759887695,30.434999465942383,30.450700759887695,14889
2025-03-20 15:06:00+00:00,30.445100784301758,30.450000762939453,30.424999237060547,30.445100784301758,9514
2025-03-20 15:07:00+00:00,30.440000534057617,30.469999313354492,30.440000534057617,30.450000762939453,40353
2025-03-20 15:08:00+00:00,30.45050048828125,30.459999084472656,30.43000030517578,30.434999465942383,35482
2025-03-20 15:09:00+00:00,30.459999084472656,30.469900131225586,30.459999084472656,30.459999084472656,15821
2025-03-20 15:10:00+00:00,30.46500015258789,30.469999313354492,30.46500015258789,30.469999313354492,15011
2025-03-20 15:11:00+00:00,30.469999313354492,30.489999771118164,30.469999313354492,30.469999313354492,46076
2025-03-20 15:12:00+00:00,30.44499969482422,30.46500015258789,30.44499969482422,30.46500015258789,15462
2025-03-20 15:13:00+00:00,30.434999465942383,30.44499969482422,30.434999465942383,30.44499969482422,4797
2025-03-20 15:14:00+00:00,30.440000534057617,30.450000762939453,30.43000030517578,30.434999465942383,19149
2025-03-20 15:15:00+00:00,30.420000076293945,30.434999465942383,30.420000076293945,30.434999465942383,6264
2025-03-20 15:16:00+00:00,30.43160057067871,30.440000534057617,30.43000030517578,30.43000030517578,4973
2025-03-20 15:17:00+00:00,30.399999618530273,30.439899444580078,30.399999618530273,30.434999465942383,33730
2025-03-20 15:18:00+00:00,30.41990089416504,30.420000076293945,30.40999984741211,30.40999984741211,11078
2025-03-20 15:19:00+00:00,30.405000686645508,30.420000076293945,30.405000686645508,30.41010093688965,11922
2025-03-20 15:20:00+00:00,30.415000915527344,30.415000915527344,30.40410041809082,30.40410041809082,24528
2025-03-20 15:21:00+00:00,30.385000228881836,30.415000915527344,30.38359260559082,30.415000915527344,114469
2025-03-20 15:22:00+00:00,30.40353775024414,30.40999984741211,30.38010025024414,30.40353775024414,50849
2025-03-20 15:23:00+00:00,30.41469955444336,30.424999237060547,30.40999984741211,30.40999984741211,19336
2025-03-20 15:24:00+00:00,30.415000915527344,30.424999237060547,30.41345977783203,30.415000915527344,4608
2025-03-20 15:25:00+00:00,30.389999389648438,30.40999984741211,30.389999389648438,30.40999984741211,6124
2025-03-20 15:26:00+00:00,30.399999618530273,30.399999618530273,30.385000228881836,30.389999389648438,11202
2025-03-20 15:27:00+00:00,30.395000457763672,30.399999618530273,30.393402099609375,30.398300170898438,12160
2025-03-20 15:28:00+00:00,30.395000457763672,30.405000686645508,30.395000457763672,30.399999618530273,32633
2025-03-20 15:29:00+00:00,30.40999984741211,30.40999984741211,30.393373489379883,30.393373489379883,36139
2025-03-20 15:30:00+00:00,30.385000228881836,30.41990089416504,30.375,30.385000228881836,43435
2025-03-20 15:31:00+00:00,30.3799991607666,30.399900436401367,30.375,30.3799991607666,20443
2025-03-20 15:32:00+00:00,30.385000228881836,30.389999389648438,30.385000228881836,30.385000228881836,5959
2025-03-20 15:33:00+00:00,30.379899978637695,30.385000228881836,30.375,30.385000228881836,29373
2025-03-20 15:34:00+00:00,30.375,30.3799991607666,30.372299194335938,30.375,4014
2025-03-20 15:35:00+00:00,30.389999389648438,30.395000457763672,30.373199462890625,30.373199462890625,27563
2025-03-20 15:36:00+00:00,30.3700008392334,30.379899978637695,30.3700008392334,30.376300811767578,11703
2025-03-20 15:37:00+00:00,30.376306533813477,30.3799991607666,30.350000381469727,30.3700008392334,96943
2025-03-20 15:38:00+00:00,30.389999389648438,30.389999389648438,30.37369155883789,30.375,44016
2025-03-20 15:39:00+00:00,30.399999618530273,30.399999618530273,30.389999389648438,30.399999618530273,15978
2025-03-20 15:40:00+00:00,30.414600372314453,30.420000076293945,30.40329933166504,30.40329933166504,29277
2025-03-20 15:41:00+00:00,30.42300033569336,30.429899215698242,30.420000076293945,30.420000076293945,7677
2025-03-20 15:42:00+00:00,30.434999465942383,30.434999465942383,30.421300888061523,30.4238224029541,19791
2025-03-20 15:43:00+00:00,30.415000915527344,30.434999465942383,30.412099838256836,30.434999465942383,25678
2025-03-20 15:44:00+00:00,30.405000686645508,30.415000915527344,30.399999618530273,30.40999984741211,15308
